"pathway","coef","stderr","pval","qval"
"PWY.5129..sphingolipid.biosynthesis..plants.",-1.72322295262023,0.645875565365823,0.0320906718240581,0.494794480758755
"PWY.7031..protein.N.glycosylation..bacterial.",-1.70634694350186,0.65818172421931,0.0358132841716776,0.494794480758755
"PWY.7204..pyridoxal.5..phosphate.salvage.II..plants.",-0.691643862961099,0.268775271676951,0.0368293626454737,0.494794480758755
"PWY.7919..protein.N.glycosylation.processing.phase..plants.and.animals.",1.7818029271784,0.679254753017606,0.0342508004004786,0.494794480758755
"PWY0.1477..ethanolamine.utilization",0.623189607207093,0.240799418696475,0.0360494988914643,0.494794480758755
"PWY4LZ.257..superpathway.of.fermentation..Chlamydomonas.reinhardtii.",0.64407295037984,0.241903726088935,0.032348776572672,0.494794480758755
"SPHINGOLIPID.SYN.PWY..sphingolipid.biosynthesis..yeast.",-1.89473307470732,0.735604861114563,0.0366990291420623,0.494794480758755
"LACTOSECAT.PWY..lactose.and.galactose.degradation.I",0.788952694855362,0.315350454569666,0.0408827069011583,0.528870203921591
"PWY.6859..all.trans.farnesol.biosynthesis",-0.534301092040241,0.215054050952479,0.0419330744209676,0.528870203921591
"PWY.7999..vitamin.K.epoxide.cycle",-0.963567916025554,0.386965040124605,0.0415926439737007,0.528870203921591
"PWY.5088..L.glutamate.degradation.VIII..to.propanoate.",1.53667036465349,0.626631165552593,0.0439605326118402,0.543352183082344
"GLUDEG.II.PWY..L.glutamate.degradation.VII..to.butanoate.",1.33168743446284,0.568960522025353,0.0518020859297026,0.544304190576327
"LYSINE.DEG1.PWY..L.lysine.degradation.XI..mammalian.",-0.942739243342671,0.421827999832546,0.0605325219295105,0.544304190576327
"P184.PWY..protocatechuate.degradation.I..meta.cleavage.pathway.",-2.01478403003546,0.909095439726782,0.0622205199088429,0.544304190576327
"PENTOSE.P.PWY..pentose.phosphate.pathway",-0.627926246897142,0.267017720090987,0.0509652663643372,0.544304190576327
"POLYISOPRENSYN.PWY..polyisoprenoid.biosynthesis..E..coli.",-0.476864449623215,0.207998721880317,0.0555914862605493,0.544304190576327
"PWY.1269..CMP.3.deoxy.D.manno.octulosonate.biosynthesis",0.323232013733973,0.13854372026797,0.0523767119327699,0.544304190576327
"PWY.2221..Entner.Doudoroff.pathway.III..semi.phosphorylative.",-0.823330787674204,0.372067468448587,0.0625333293380569,0.544304190576327
"PWY.5154..L.arginine.biosynthesis.III..via.N.acetyl.L.citrulline.",-0.573113961333284,0.238723065683334,0.0474140069711088,0.544304190576327
"PWY.5838..superpathway.of.menaquinol.8.biosynthesis.I",-1.02418613942193,0.456470240036011,0.0597500942824631,0.544304190576327
"PWY.5861..superpathway.of.demethylmenaquinol.8.biosynthesis.I",-1.0525024350762,0.470454221081585,0.0603261532448312,0.544304190576327
"PWY.5871..ubiquinol.9.biosynthesis..late.decarboxylation.",-0.867637153030948,0.387558172119413,0.0601907749997894,0.544304190576327
"PWY.5873..ubiquinol.7.biosynthesis..late.decarboxylation.",-0.867637153030948,0.387558172119413,0.0601907749997894,0.544304190576327
"PWY.5896..superpathway.of.menaquinol.10.biosynthesis",-0.805380285142203,0.36144216213193,0.0611293144626236,0.544304190576327
"PWY.6901..superpathway.of.glucose.and.xylose.degradation",-0.519096754910016,0.233821436920242,0.0618721154569678,0.544304190576327
"PWY.7003..glycerol.degradation.to.butanol",-0.642803667939147,0.27614873156403,0.0527889402834037,0.544304190576327
"PWY.7235..superpathway.of.ubiquinol.6.biosynthesis..late.decarboxylation.",-0.826787919917893,0.373611076576808,0.0625231147114239,0.544304190576327
"PWY.7800..Ac.N.end.rule.pathway",-0.654373630641761,0.282807437001746,0.0538804377610506,0.544304190576327
"PWY.8004..Entner.Doudoroff.pathway.I",-0.723288845546765,0.325977615399117,0.0619842076034054,0.544304190576327
"PWY.841..superpathway.of.purine.nucleotides.de.novo.biosynthesis.I",-0.295044488916259,0.130146871818454,0.0577313195787574,0.544304190576327
"PWY3DJ.12..ceramide.de.novo.biosynthesis",-0.88818670056584,0.391742669464612,0.0577092745124518,0.544304190576327
"PWY3O.19..ubiquinol.6.biosynthesis..late.decarboxylation.",-0.867637153030948,0.387558172119413,0.0601907749997894,0.544304190576327
"PWY.5121..superpathway.of.geranylgeranyl.diphosphate.biosynthesis.II..via.MEP.",-0.425480090989583,0.193896866992016,0.0642635438338913,0.551595417907567
"GLYCOLYSIS.E.D..superpathway.of.glycolysis.and.the.Entner.Doudoroff.pathway",-0.712659449024449,0.32667656934166,0.0654912140693199,0.554432469792325
"PWY66.389..phytol.degradation",-0.763025113032355,0.351296057436236,0.0664177958681427,0.554678349277192
"PWY.3801..sucrose.degradation.II..sucrose.synthase.",0.434216230681627,0.215592906255703,0.0838624744585865,0.588316921072579
"PWY.5705..allantoin.degradation.to.glyoxylate.III",0.702047237407004,0.350505285957955,0.0852466687079007,0.588316921072579
"PWY.5840..superpathway.of.menaquinol.7.biosynthesis",-0.905676703400048,0.45294215022229,0.0856772215154241,0.588316921072579
"PWY.5897..superpathway.of.menaquinol.11.biosynthesis",-0.972868584991609,0.483957663708821,0.0843365376838949,0.588316921072579
"PWY.5898..superpathway.of.menaquinol.12.biosynthesis",-0.972868584991609,0.483957663708821,0.0843365376838949,0.588316921072579
"PWY.5899..superpathway.of.menaquinol.13.biosynthesis",-0.972868584991609,0.483957663708821,0.0843365376838949,0.588316921072579
"PWY.6435..4.hydroxybenzoate.biosynthesis.III..plants.",-1.20683481082862,0.592469832108881,0.0810763055089704,0.588316921072579
"PWY.6557..glycosaminoglycan.protein.linkage.region.biosynthesis",-0.676932830065714,0.321613176311962,0.0733489987206595,0.588316921072579
"PWY.6594..superpathway.of.Clostridium.acetobutylicum.solventogenic.fermentation",1.20888840870325,0.593074043056689,0.0809104728607243,0.588316921072579
"PWY.6604..superpathway.of.Clostridium.acetobutylicum.acidogenic.and.solventogenic.fermentation",1.18759113135462,0.585118382866972,0.0819539327351231,0.588316921072579
"PWY.6641..superpathway.of.sulfolactate.degradation",0.759175677980796,0.370678796205452,0.0797574083552113,0.588316921072579
"PWY.7277..sphingolipid.biosynthesis..mammals.",-0.813546837084504,0.388224087322228,0.0743570903799982,0.588316921072579
"PWY.7312..dTDP..beta..D.fucofuranose.biosynthesis",-1.95485897638691,0.973073326883526,0.0844961084538273,0.588316921072579
"PWY.7385..1.3.propanediol.biosynthesis..engineered.",-0.711378820146747,0.337783981591312,0.073217779005388,0.588316921072579
"PWY.7839..lacto.series.glycosphingolipids.biosynthesis",-0.567195767160985,0.280488452037199,0.0828644179365249,0.588316921072579
"RUMP.PWY..formaldehyde.oxidation.I",-1.4852995934724,0.720943654652331,0.0783401221729352,0.588316921072579
"PWY.7392..taxadiene.biosynthesis..engineered.",-0.434766093096457,0.219149891733147,0.0876794311364772,0.59544932354223
"ALLANTOINDEG.PWY..superpathway.of.allantoin.degradation.in.yeast",-2.028865743671,1.11250034153664,0.110965455509919,0.599748761587726
"CITRULBIO.PWY..L.citrulline.biosynthesis",-1.09027764562088,0.580266471071667,0.102327260134373,0.599748761587726
"FOLSYN.PWY..superpathway.of.tetrahydrofolate.biosynthesis.and.salvage",-0.732610161906172,0.407234352239942,0.115054547266096,0.599748761587726
"GALLATE.DEGRADATION.I.PWY..gallate.degradation.II",-2.24598483945129,1.17800579251533,0.0982478386456473,0.599748761587726
"GALLATE.DEGRADATION.II.PWY..gallate.degradation.I",-0.774787334470547,0.439538854068069,0.121318150984314,0.599748761587726
"M.CRESOL.DEGRADATION.PWY..m.cresol.degradation",-0.698261676559389,0.381563055400219,0.109944811521005,0.599748761587726
"METHYLGALLATE.DEGRADATION.PWY..methylgallate.degradation",-1.94963984832707,1.08967458751814,0.116715152574641,0.599748761587726
"P441.PWY..superpathway.of.N.acetylneuraminate.degradation",0.389075231337534,0.228086683657261,0.131808413596249,0.599748761587726
"PWY.3941...beta..alanine.biosynthesis.II",-0.838121002383934,0.489311059472968,0.130465879440347,0.599748761587726
"PWY.4221..superpathway.of.coenzyme.A.biosynthesis.II..plants.",-0.8346988273893,0.486589257206573,0.129982983438511,0.599748761587726
"PWY.5004..superpathway.of.L.citrulline.metabolism",-0.811797377650959,0.428072583702017,0.0997323815856541,0.599748761587726
"PWY.5028..L.histidine.degradation.II",-0.833488897497451,0.485627749437684,0.129811902396602,0.599748761587726
"PWY.5180..toluene.degradation.I..aerobic...via.o.cresol.",-0.675514582332529,0.364941333582714,0.106607031284492,0.599748761587726
"PWY.5415..catechol.degradation.I..meta.cleavage.pathway.",-0.658696435563187,0.352875979990588,0.104188954960264,0.599748761587726
"PWY.5644..4.nitrotoluene.degradation.II",-0.853478861905381,0.501565748834141,0.132614452948122,0.599748761587726
"PWY.5723..Rubisco.shunt",0.424111220430876,0.239650010389102,0.120087086565925,0.599748761587726
"PWY.5757..fosfomycin.biosynthesis",-0.725349773012027,0.401756002796853,0.113971839198515,0.599748761587726
"PWY.5837..2.carboxy.1.4.naphthoquinol.biosynthesis",-1.04921849923608,0.599760192645931,0.123701863464614,0.599748761587726
"PWY.5855..ubiquinol.7.biosynthesis..early.decarboxylation.",-0.647859147331933,0.357385277477998,0.112755625090476,0.599748761587726
"PWY.5856..ubiquinol.9.biosynthesis..early.decarboxylation.",-0.647859147331933,0.357385277477998,0.112755625090476,0.599748761587726
"PWY.5857..ubiquinol.10.biosynthesis..early.decarboxylation.",-0.647859147331933,0.357385277477998,0.112755625090476,0.599748761587726
"PWY.5913..partial.TCA.cycle..obligate.autotrophs.",-0.468879387266203,0.245460798004113,0.0977287140838079,0.599748761587726
"PWY.5920..superpathway.of.heme.b.biosynthesis.from.glycine",-0.37524455672126,0.216645237940172,0.126866955817977,0.599748761587726
"PWY.6030..serotonin.and.melatonin.biosynthesis",-1.11400016809275,0.588689449258099,0.100329758957971,0.599748761587726
"PWY.6071..superpathway.of.phenylethylamine.degradation",-0.739031512660399,0.412101143727432,0.116011981127742,0.599748761587726
"PWY.6124..inosine.5..phosphate.biosynthesis.II",-0.214453170325545,0.120639527810689,0.118704414296746,0.599748761587726
"PWY.6358..superpathway.of.D.myo.inositol..1.4.5..trisphosphate.metabolism",1.08293146629867,0.624779602852314,0.126639335198713,0.599748761587726
"PWY.6367..D.myo.inositol.5.phosphate.metabolism",-0.665281203512569,0.38145182613158,0.124665561909445,0.599748761587726
"PWY.6470..peptidoglycan.biosynthesis.V...beta..lactam.resistance.",0.771988661107724,0.444251434553015,0.125824718921227,0.599748761587726
"PWY.6569..chondroitin.sulfate.biosynthesis",-0.679399959281523,0.371584574659336,0.110205819825241,0.599748761587726
"PWY.6571..dermatan.sulfate.biosynthesis",-0.646889768159078,0.366470027882705,0.120882444522345,0.599748761587726
"PWY.6612..superpathway.of.tetrahydrofolate.biosynthesis",-0.7359690145083,0.409777579997149,0.115555412040438,0.599748761587726
"PWY.6708..ubiquinol.8.biosynthesis..early.decarboxylation.",-0.647859147331933,0.357385277477998,0.112755625090476,0.599748761587726
"PWY.6876..isopropanol.biosynthesis..engineered.",-0.57641658738572,0.327040527100422,0.121354353969517,0.599748761587726
"PWY.6892..thiazole.component.of.thiamine.diphosphate.biosynthesis.I",-0.392903194237184,0.225798651871471,0.125397881666501,0.599748761587726
"PWY.6922..L.N.delta..acetylornithine.biosynthesis",-1.15447466948405,0.599421353743667,0.095485416835279,0.599748761587726
"PWY.7165..L.ascorbate.biosynthesis.VIII..engineered.pathway.",-0.680011249441369,0.368200667065403,0.107261774652618,0.599748761587726
"PWY.7379..mRNA.capping.II",-0.675875059054543,0.377219484302797,0.11628327489561,0.599748761587726
"PWY.7426..complex.N.linked.glycan.biosynthesis..vertebrates.",-0.566337669586079,0.333165276677405,0.13295401349113,0.599748761587726
"PWY.7527..L.methionine.salvage.cycle.III",-1.00056819295019,0.579024227333856,0.127616756063335,0.599748761587726
"PWY.7832..ABH.and.Lewis.epitopes.biosynthesis.from.type.1.precursor.disaccharide",-0.71186875986655,0.414044401550709,0.129247563234043,0.599748761587726
"PWY.7833..biosynthesis.of.Lewis.epitopes..H..pylori.",-0.729678310249187,0.412896369081542,0.120525000463051,0.599748761587726
"PWY.7838..globo.series.glycosphingolipids.biosynthesis",-0.489029406860365,0.267128743542497,0.109834507218552,0.599748761587726
"PWY.7840..gala.series.glycosphingolipids.biosynthesis",-0.654372241424281,0.354497064360101,0.107408597565322,0.599748761587726
"PWY0.1338..polymyxin.resistance",-0.520944525245556,0.264593753404809,0.0896434389048309,0.599748761587726
"TYRFUMCAT.PWY..L.tyrosine.degradation.I",-2.19576090942546,1.25692452406527,0.124147549743529,0.599748761587726
"PWY.5497..purine.nucleobases.degradation.II..anaerobic.",-0.557080202263411,0.329815603987885,0.135057760668424,0.600038489489184
"PWY.6060..malonate.degradation.II..biotin.dependent.",1.24115644773078,0.742546852960201,0.138548076169068,0.600038489489184
"PWY.6981..chitin.biosynthesis",-1.29757144471206,0.773522283166518,0.137347679788233,0.600038489489184
"PWY.7039..phosphatidate.metabolism..as.a.signaling.molecule",-0.707281206082419,0.420151965211853,0.136174684641255,0.600038489489184
"PWY.7374..1.4.dihydroxy.6.naphthoate.biosynthesis.I",-0.899389357276444,0.538551613139795,0.138843857600248,0.600038489489184
"PWY.7897..flavonoid.di.C.glucosylation",-0.77244826102999,0.456136103729728,0.134198350734066,0.600038489489184
"PWY.5675..nitrate.reduction.V..assimilatory.",-2.04268398492988,1.2270156880482,0.13990616780301,0.600430636821253
"NAD.BIOSYNTHESIS.II..NAD.salvage.pathway.III..to.nicotinamide.riboside.",-0.28184906884697,0.176484310759932,0.154292471132721,0.603177366799752
"P105.PWY..TCA.cycle.IV..2.oxoglutarate.decarboxylase.",-1.28513146473096,0.78174582159956,0.144191270200234,0.603177366799752
"P221.PWY..octane.oxidation",-0.566670605073501,0.356698915532353,0.156162425061425,0.603177366799752
"P261.PWY..coenzyme.M.biosynthesis.I",-1.33558162846008,0.820801039812749,0.147726808495453,0.603177366799752
"PWY.4361..S.methyl.5.thio..alpha..D.ribose.1.phosphate.degradation.I",-1.16316604434397,0.702864918316919,0.141920193682901,0.603177366799752
"PWY.5656..mannosylglycerate.biosynthesis.I",-1.23250857641181,0.775081476691162,0.155822547034766,0.603177366799752
"PWY.6583..pyruvate.fermentation.to.butanol.I",-0.368176647337665,0.230898318014482,0.154844557371853,0.603177366799752
"PWY.6595..superpathway.of.guanosine.nucleotides.degradation..plants.",-0.732702559394889,0.454132629122925,0.150689975782382,0.603177366799752
"PWY.7254..TCA.cycle.VII..acetate.producers.",-0.27073947149593,0.169713187488588,0.154680459438997,0.603177366799752
"PWY.7347..sucrose.biosynthesis.III",-1.08924888623117,0.676416142685326,0.151362510189118,0.603177366799752
"PWY.7434..terminal.O.glycans.residues.modification..via.type.2.precursor.disaccharide.",-0.580649793923019,0.356323135418258,0.147217388066355,0.603177366799752
"PWY.7894..procollagen.hydroxylation.and.glycosylation",-0.631913430848351,0.388569288738668,0.147921497207459,0.603177366799752
"PWY.I9..L.cysteine.biosynthesis.VI..from.L.methionine.",-0.583666319514534,0.36028376629939,0.149259990462417,0.603177366799752
"PWY0.321..phenylacetate.degradation.I..aerobic.",-0.945076855285353,0.575802885160168,0.144735633804694,0.603177366799752
"RHAMCAT.PWY..L.rhamnose.degradation.I",0.309431435643282,0.194512098779512,0.155678701618282,0.603177366799752
"SUCSYN.PWY..sucrose.biosynthesis.I..from.photosynthesis.",-1.08418220888843,0.673055189127747,0.151250480116197,0.603177366799752
"PWY.5872..ubiquinol.10.biosynthesis..late.decarboxylation.",-0.659425743360423,0.417758696920225,0.158462793070868,0.606553125277735
"PWY.6607..guanosine.nucleotides.degradation.I",-0.7196210483169,0.45657386892715,0.158999362936882,0.606553125277735
"PWY.5850..superpathway.of.menaquinol.6.biosynthesis",-1.06682218039466,0.68485703969516,0.163256081940799,0.611468234178266
"PWY.5860..superpathway.of.demethylmenaquinol.6.biosynthesis.I",-1.07541850305609,0.689254935335856,0.162664107966302,0.611468234178266
"PWY.6165..chorismate.biosynthesis.II..archaea.",0.881555968063736,0.564008835843286,0.16202223120136,0.611468234178266
"PWY.5420..catechol.degradation.II..meta.cleavage.pathway.",-1.15210831021265,0.748342864403377,0.167565012929156,0.612776463594592
"PWY.5505..L.glutamate.and.L.glutamine.biosynthesis",0.328647620891403,0.213474253392083,0.167571557196579,0.612776463594592
"PWY.6351..D.myo.inositol..1.4.5..trisphosphate.biosynthesis",-0.653173466683982,0.422606669883344,0.166123116405527,0.612776463594592
"PWY.7384..anaerobic.energy.metabolism..invertebrates..mitochondrial.",-0.26674912551133,0.172708021637007,0.166378655005911,0.612776463594592
"PWY.6160..3.dehydroquinate.biosynthesis.II..archaea.",0.888608868410718,0.579927154494514,0.169316667263544,0.615515884522765
"PWY.2201..folate.transformations.I",-0.517986575565819,0.34149036028167,0.173091905377563,0.625560219434702
"ARGININE.SYN4.PWY..L.ornithine.biosynthesis.II",-0.574810590173277,0.493283540704998,0.282075369143498,0.625689150401151
"ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine.",0.342421616408076,0.244536263502878,0.204157944894281,0.625689150401151
"ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle.",0.361980433750589,0.25002675406233,0.190943051050637,0.625689150401151
"CATECHOL.ORTHO.CLEAVAGE.PWY..catechol.degradation.to..beta..ketoadipate",-0.25,0.21957751641342,0.292351992440238,0.625689150401151
"COBALSYN.PWY..superpathway.of.adenosylcobalamin.salvage.from.cobinamide.I",-0.530496462785671,0.369596743653388,0.194326118761487,0.625689150401151
"DENITRIFICATION.PWY..nitrate.reduction.I..denitrification.",0.552759720095044,0.440342761391384,0.249652676950842,0.625689150401151
"DHGLUCONATE.PYR.CAT.PWY..glucose.degradation..oxidative.",-0.25,0.21957751641342,0.292351992440238,0.625689150401151
"GLCMANNANAUT.PWY..superpathway.of.N.acetylglucosamine..N.acetylmannosamine.and.N.acetylneuraminate.degradation",0.406607334609135,0.274732531433731,0.182411939506702,0.625689150401151
"GLUTORN.PWY..L.ornithine.biosynthesis.I",0.36781976793781,0.258117117694728,0.19717816591907,0.625689150401151
"GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose.",0.402914791339524,0.295663989992676,0.215178555805277,0.625689150401151
"HEMESYN2.PWY..heme.b.biosynthesis.II..oxygen.independent.",-0.571957512752988,0.4898476174898,0.281186516363654,0.625689150401151
"HISTSYN.PWY..L.histidine.biosynthesis",0.373130472382219,0.263337340031358,0.199436066281655,0.625689150401151
"KETOGLUCONMET.PWY..ketogluconate.metabolism",-0.381068849369318,0.263661889976569,0.19161201736595,0.625689150401151
"OANTIGEN.PWY..O.antigen.building.blocks.biosynthesis..E..coli.",0.28194273684353,0.248334010732286,0.293608177372708,0.625689150401151
"ORNDEG.PWY..superpathway.of.ornithine.degradation",-0.25,0.21957751641342,0.292351992440238,0.625689150401151
"P125.PWY..superpathway.of..R.R..butanediol.biosynthesis",-0.929767513044278,0.652984128760644,0.197494315855611,0.625689150401151
"PHOSLIPSYN.PWY..superpathway.of.phospholipid.biosynthesis.I..bacteria.",0.698186515116845,0.516804424611599,0.218742197608226,0.625689150401151
"PPGPPMET.PWY..ppGpp.metabolism",-0.447141099648689,0.382617021294594,0.280803010593794,0.625689150401151
"PWY.1361..benzoyl.CoA.degradation.I..aerobic.",-0.25,0.21957751641342,0.292351992440238,0.625689150401151
"PWY.4041...gamma..glutamyl.cycle",-0.444465850301534,0.311382850379998,0.196516944928907,0.625689150401151
"PWY.4702..phytate.degradation.I",-0.25,0.21957751641342,0.292351992440238,0.625689150401151
"PWY.4722..creatinine.degradation.II",-0.25,0.21957751641342,0.292351992440238,0.625689150401151
"PWY.5080..very.long.chain.fatty.acid.biosynthesis.I",-0.532115090792721,0.45804451266431,0.28342826838925,0.625689150401151
"PWY.5156..superpathway.of.fatty.acid.biosynthesis.II..plant.",-0.750131901018005,0.619611738126418,0.265315808475711,0.625689150401151
"PWY.5178..toluene.degradation.IV..aerobic...via.catechol.",-0.25,0.21957751641342,0.292351992440238,0.625689150401151
"PWY.5188..tetrapyrrole.biosynthesis.I..from.glutamate.",0.285321651347336,0.245262802278385,0.282812658558461,0.625689150401151
"PWY.5266..p.cymene.degradation",-0.25,0.21957751641342,0.292351992440238,0.625689150401151
"PWY.5273..p.cumate.degradation",-0.25,0.21957751641342,0.292351992440238,0.625689150401151
"PWY.5417..catechol.degradation.III..ortho.cleavage.pathway.",-0.25,0.21957751641342,0.292351992440239,0.625689150401151
"PWY.5419..catechol.degradation.to.2.hydroxypentadienoate.II",-1.25085930069703,0.832038036926548,0.176449852846574,0.625689150401151
"PWY.5430..meta.cleavage.pathway.of.aromatic.compounds",-0.25,0.21957751641342,0.292351992440238,0.625689150401151
"PWY.5431..aromatic.compounds.degradation.via..beta..ketoadipate",-0.25,0.21957751641342,0.292351992440239,0.625689150401151
"PWY.5531..3.8.divinyl.chlorophyllide.a.biosynthesis.II..anaerobic.",-0.25,0.21957751641342,0.292351992440238,0.625689150401151
"PWY.5654..2.amino.3.carboxymuconate.semialdehyde.degradation.to.2.hydroxypentadienoate",-0.922427684813612,0.811915251003297,0.293304220343097,0.625689150401151
"PWY.5655..L.tryptophan.degradation.IX",-0.25,0.21957751641342,0.292351992440238,0.625689150401151
"PWY.5686..UMP.biosynthesis.I",0.261891629239679,0.217020843171969,0.266719212707642,0.625689150401151
"PWY.5747..2.methylcitrate.cycle.II",-0.25,0.21957751641342,0.292351992440238,0.625689150401151
"PWY.5864..superpathway.of.plastoquinol.biosynthesis",-0.25,0.21957751641342,0.292351992440238,0.625689150401151
"PWY.5918..superpathway.of.heme.b.biosynthesis.from.glutamate",-0.473499741138214,0.363375388681225,0.233777813007886,0.625689150401151
"PWY.5941..glycogen.degradation.II",0.312015717271761,0.252752451578211,0.256857190069233,0.625689150401151
"PWY.5973..cis.vaccenate.biosynthesis",0.316734759038169,0.257287385692184,0.258056267315393,0.625689150401151
"PWY.6107..chlorosalicylate.degradation",-0.25,0.21957751641342,0.292351992440239,0.625689150401151
"PWY.6123..inosine.5..phosphate.biosynthesis.I",-0.147749408254951,0.126754579470921,0.281939201015776,0.625689150401151
